topic,post,context
262181,4,顺便cy
155786,5300,虚构感觉不带生存也没事，基本都是伤害低的小怪，而且没什么出手的机会，就是打到最后全员红温
155786,5296,"换了配队打过了,，姬子练度比较烂，一下秒不掉"
261502,26,昨儿个身子不爽，传温太医来爽一爽
261502,16,皇上的大海灯！
239903,146,交大近猫
155786,5236,《使一颗心免于哀伤》终于端上来了！
155786,5192,"黄泉，你有什么头绪吗,想你了，牢云,捞捞"
260775,69,想要的大多数都可以总结为想要钱
155786,5183,"今年的小蛋糕！还有100星琼,（当时填的入坑日当成生日）"
260487,32,狮子头、炒包菜、洋葱炒鸡蛋、蛋包肉卷、梅干菜包子
260220,5,今年就是很晚，二月预测三月，三月预测四月，四月预测不开了
260220,1,"2024 年苹果发布会定档：,，最近发布会时间都好阳间,夏天举办的苹果春季发布会,看这个图标估计重点是 iPad 了，插个贴先"
259945,8,你也是他们play的一环
259912,5,万一呢
259789,9,"游泳,腿长走过去"
259624,21,"怪不得下午进门的时候感觉门口雾蒙蒙的，还以为是眼镜花了,杀杀杀"
155786,5091,我为抽奖哀哭！
155786,5054,第一位面事件关：冰胖+外宇宙之冰
258697,60,以防有人没看过叉烧芬原片
258697,57,"大伙都来啦，就一起上吧,打完刚好茶未凉啊,我不当宜修，只想来揍你,英文大意是鼻球啊"
258702,114,致敬水源耐刷王
155786,5029,啊？
258391,14,别人都是不互动，只有我是真不听课
257799,484,不是电话录音，看起来用语音备忘录手动录的
258138,9,这真查得完？
258067,46,"12pm+联通,个人感觉大家信号都好的时候没感觉有区别，但网烂的时候是真一点没网，人稍微一挤就变板砖了"
155786,4938,"好想把黄泉掰开用,上半2t下半4t,镜流下半赌不过砂金换成黄泉，上半被迫饮月强杀"
257679,174,"赶到最后了,，从书包上拆了个希儿吧唧合照"
155786,4922,"刷了半个版本终于毕业了,我！为！逝！者！哀！哭！"
257679,14,"中午吃完饭在包图门口碰到他,还以为认错人了没a上去"
257632,1,这是我第三次，获得活跃用户这一光荣的徽章
155786,4909,mhy你有什么头绪吗
256636,33,提名 Bandizip
256628,15,你的维尼手办什么时候讲两句
256226,2,"这还不直接问？,同学，喜饼什么时候发？"
255957,2,钉子太倔
255828,7,"夯实“大设施-大科学-,大健康,”的交叉科学研究范式,可不敢乱夯实"
255641,11,"内存和硬盘最近好像一直在涨吧，可以蹲一蹲看看（？,建议把需求说清楚，找万能的源u写配置,lz记得改id防盒"
254487,727,我到水源只干一件事！
254487,212,投掷1d32
254894,8,"山东人怎么你了,怎么你了山东人"
254614,13,是撑死滴不是齁死滴
254569,10,"今天刚带家人转了一圈,路线：,凯旋门进 -> 电草 -> 校史馆 -> 东门 -> 魔法石 -> 主图门口 -> 植物园 -> 理科群楼 -> 玉兰苑（买了两盒喜饼给家里人带回去） -> 思源湖 -> 拖鞋门出 -> 海宁煲"
155786,4885,"蝗灾繁育饮月最爽的一集，一三位面尽量拿巡猎三件套（两张金再动、景星助狩月），没拿到就用繁育回响拉条，第二位面用骰子在后半位面使劲复制繁育格子，复制得差不多直接作弊跳关拿满繁育祝福，最后控制下破盾顺序就可以天洪奔奔奔奔奔涌,从难题12回到蝗灾感觉就是爽局，符玄回血都没触发就打完了"
253695,2,从这里就已经开始赌了
253670,45,没有头衔就自己造
155786,4772,"与众不同，情感丰富，擅长理解，追求浪漫,在星空下唱歌，最后回归星空,哇，这不是爱莉吗"
253479,12,选手8: 你知道是谁
253327,12,这个联想不会在高麦旁边吧
253194,26,"高中第一天交作业没写名字，发的时候老师看字迹以为是女生,那时候天天写，在班里还算是字比较好的，处于一种不会书法，只能尽量写整齐的水平,想来小的时候被父母抓去练过一段时间字，虽然没有成果，但学到一些写字的规则还算是很有收获的，比如横竖平行，间距差不多etc.,现在只要不写大公式都是直接打字，问就是懒"
253166,6,三件套五还要
253120,39,怀旧的
253088,57,让我来
155786,4575,崩三正统在崩铁
155786,4570,"想你了，牢公,微剧透"
244537,4661,配平大赛正式开赛
251729,11,他不是第一名直接把前面的拿下
244537,4288,朕要洋人死.jpg
248158,43,你说的对但是有人一天不起床
251013,4,笔记本放机箱.jpg
250834,26,封号！禁言！他们想到了最无耻的一招！
250788,22,"周三周一没课，周五翘一节,喜提六天小长假"
250131,50,"据说人节是4.6,星期一办节日也太抽象了"
155786,4454,"无buff一把过，下次还填非常简单,上半希儿硬刮6回合，导致下半饮月生死时速极限过关，不过不得不说银狼不用猜剑阵弱点真的很爽"
250029,37,"总结,80平米的小窝,还有个温柔的好老婆,孩子能顺利上大学,毕业就有好工作,每天上下班很畅通,没有早晚交通高峰,天天去户外做运动,看蔚蓝的天空,我能挣钱 还有时间,去巴黎纽约 阿尔卑斯山,我逛商场 我滑雪山,这样的日子好悠闲,人们的关系很友善,陌生人点头是笑脸,养老生病不差钱,有政府来买单"
155786,4434,卧槽，30抽！
155786,4433,红温了红温了
249583,31,"Caps W D F cmd⌘,结果由于Mac Caps键切换输入法，导致在宿舍用win经常按错键,计划有空鼓捣下键位映射"
249442,13,昨天？疯狂星期四
248927,14,现就排？
155786,4372,想你了，牢萤
248718,34,复旦大学中文主页门户网站
248452,5,"cy，前排支持,哎，美团"
247992,27,"辰山植物园！,多图预警"
248254,6,郭德纲相声集（
247901,63,规则怪谈：每次走到玉兰苑都要买点吃的
247941,5,"到处搬运（,哎咦耶咦耶咦耶啊,哦,，哎咦耶咦耶咦耶啊,哦,，我恭喜,你发财，我恭喜,你精彩！最好的请过来,，不好的请走开,，oh 礼多人不怪,，我祝,满天下的女孩,，嫁一个好男孩,，俩小口,永远在一块,，我祝，满天下的小孩,，聪明,胜过秀才,，智商,充满你,脑袋,，我祝,，尊敬,的姑奶奶,，三十六圈,的比赛,，气不喘,面容不改,，我祝,，三叔公,的买卖,，生意,扬名四海,，财运亨通,住豪宅,，大摇,大摆,，乐天替你消灾,，恭喜～发财,，要喊得,够豪迈,恭,！喜！发,！财,！！！"
247842,72,发生什么事了，只听到一声欢呼
247885,5,"关键词：校医院,即答：不能,天底下还有这么个地方吗"
247842,19,cy 看看会不会变成大型开盒现场
244537,1789,"微nsfw,启动原神"
247346,20,去年转过一次，去吃的时候，店家让我直接在美团买券，比转发还便宜
244537,1651,"这个提问赋予了i人e人新的含义：,i人是比较虚的人,而e人是怎么导都不会有什么事的人"
247329,18,"给百京,建议移步人民广场"
244537,1559,恶龙咆哮
244537,1547,一滩猫
155786,4299,"一稿多水,最抽象的一集"
247073,24,直接上传这个
247069,4,jwc：md氪了金没人上课，以后线下签到，都给朕看上一节课
155786,4279,"没好好练，捡垃圾硬上的,，打猪刮了好久"
155786,4277,"最难凹的一集,，扒了饮月的皮赶姬子上架,总结,问问源u姬子追击套适配吗，火套副产物没用不想刷"
246441,5,大学生不打游戏会干什么我都不敢想
244537,1022,"大傻个——萨姆,小鬼头——银狼,智慧——刃（刷五三刷的）,性感——卡芙卡,我先贴个,在这里"
155786,4252,啊？我的黄泉变成花火了
155786,4248,"还得是双阮梅,总结"
245439,31,"就当是一场梦,醒了很久还是很感动,还是很想被你保护我心里的惨痛,喜欢我很辛苦,其实我全都清楚,放心这世界很坏但我记得你的叮嘱"
245315,91,"看～即便手中再小的火,花,也终将——点亮星海"
245439,25,"浩瀚星空里 只剩你的背影,银河已凝结成冰 记忆划过泪滴,想象能回到过去 终会存在我心底,虽然逃避 它消失在梦里"
155786,4200,一局五大，青春爆炸
155786,4177,"耶，没歪！,光速拉满,量子战舰发车！,总结"
244212,19,"这也妹说呀,妹说就是零卡"
243856,627,这就是你夜不归宿的理由吗
85079,7958,"回归的第一期深渊,下半这怪我都怀疑是我老婆复刻了,总结"
243032,4,县金平！
242723,9,很难想象Siri从贴吧会学出来什么
155786,4087,"太子专属怪的含金量,每次何物朝向死亡卡回合抓停云阮梅疯狂开大"
241357,4,再买一个
241202,5,门锁
240626,11,"srds这个并不对（,这两个点不满足条件2"
240622,23,"匹诺康尼已经20+了,库克老贼不给air 128G"
240617,5,把出生时刻换算成当地地方时
72064,113,"拿到证之后就不会开手动挡了,现在回家就是专职司机"
240362,7,"到手直接变生活费,我妈算完账：这学期不用给你打钱了"
240245,2432,坏了，我成守旧派了
240245,2386,中国人的性情总是折中的.jpg
240240,60,预言家刀了
240245,2354,华子这个广告牌打得真突兀
240245,2252,提前祝源友蛇年快乐！
240245,2209,蒸！
240245,1932,要素拉满了
240245,1864,这味真尬…扣地了
240245,102,小学生喜欢
240245,85,又想起去年的烂梗表情包
240240,17,这个节目看名字就知道有多烂
155786,4016,"珍贵的散热,（不知道撕膜了没）"
155786,3996,"贴贴,她的最后一刻（要素察觉,总结"
155786,3963,琪宝！琪宝！
155786,3935,"回归的那个活动,总结"
155786,3933,"捞捞邀约码！,爽了"
239695,17,再打个奶
155786,3909,啊？
229757,5918,nsfw
239051,5,"梦太激烈会惊醒的,lz暴露阈值了"
238666,28,怕皱的挂起来，不怕皱的随便扔
155786,3869,"烧鸡怎么来星铁了,姬子 危"
238262,17,支持！从来只会从examples里面扒代码
238139,33,梦回小学加各种明星的qq号
155786,3858,"怎么又是奶窗，美工今年和奶窗过不去了是吧,接下来要连抽黑天鹅花火黄泉,感觉钱包要被榨干了"
237869,11,镇谁？
155786,3845,"泪目了这期终于能打满了,白送一只鸭鸭不要太香"
237017,109,上次学历史还是在初三
236838,7,炫精品
236838,1,"味道好一般啊，感觉不比食堂的包子好吃，,做不好能不能别干了"
236605,37,"蛋糕抽奖,投掷1d140"
236605,28,"生日从来都不是你一个人的节日哦，愿意为你送蛋糕，点蜡烛，鼓掌欢呼的人，都发自真心地感谢你能够降生在这个世界上。所以，一定要热热闹闹的才好，让所有人都有感谢你的机会！那么，生日快乐！准备好了吗？我要放烟花了！,悄悄把奇怪的蛋糕放在烟花里"
155786,3802,你怎么知道我刚换了第一只鸭鸭
229757,3697,"射手座=处男座,所以…"
235954,3,"关上门干自己的事情，无论什么都与我无关,来自父母从没好过的人的经验"
229757,3329,"埃尔是不是偷偷训练了,语言大模型"
232037,1123,我的2023报告
229757,3223,万一是根据基础倍率增伤
235502,28,刻在石头上
235393,3,学生手册，请
235182,27,发热降频了，换个散热（出去吹吹风）
235116,4,一句话：关我屁事
235082,22,Mac的话可以随航iPad，就是需要插线不然会卡
229757,2957,熊艰排
229757,2942,这要放的是熊…
235063,5,"可是雪～飘进双眼～,打断,三连"
234560,7,遮住贴纸降低100%性能
234005,7,我家
233913,20,也要看是什么工作，张鹏压力就不大
228893,41,"我们是相亲相ie家人,，让我们一起包！饺！砸！"
148470,701,"好像还真是水源换了字体,，macOS/iOS下用Safari看照样不显示,检查后发现字体改成Arial了，换成苹方就ok了"
233724,49,"厅长最懒,，一点都不怕人，每次去二餐吃饭都rua一把"
233724,38,"想起疫情没人投喂减肥成功的厅长了,但是解封后又光速反弹"
148470,689,"可以用这个，来自,svg图,灰色版,水源是不是改了字体，我记得以前能显示苹方的「」"
85079,7639,龙王前退坑的人如是评价
229757,2432,一开始，葫芦娃的爷爷说我姓钱，葫芦娃经常说还我爷爷，所以他就叫钱还我。
233237,14,什么赛博十字绣
